Company1,Company2,Value
1,1,0.9999999999999998
1,2,0.18416807411653896
1,3,-0.6193396372742267
1,4,-0.020375866667842513
1,5,0.05583665934018829
1,6,0.6907738224694131
1,7,0.6102250691394047
1,8,-0.3658659730557161
1,9,0
1,10,0.29765651382010533
1,11,0.4210903798203266
1,12,-0.5822367654771299
1,13,-0.17193572555251674
1,14,0.40478483105400714
1,15,0.6987559835004996
1,16,0.38282057334541214
1,17,0.03229733024488043
1,18,-0.6228952799466835
1,19,0.5838888328145498
1,20,0.5247525920320987
1,21,0.7401527932283593
1,22,-0.6797480069927886
1,23,-0.2560283368759964
1,24,0.6149165586610007
1,25,-0.2956354340603973
1,26,0.310913216162733
1,27,0.5797947921645091
1,28,0.3768179867232488
1,29,-0.7480486576229123
1,30,-0.2248487549287718
2,1,0.18416807411653896
2,2,1.0
2,3,0.17171193541266447
2,4,0.7102863687512752
2,5,0.8472048696361365
2,6,0.5178082618217732
2,7,-0.23217299571304323
2,8,0.0744559080315112
2,9,0
2,10,0.7582242479539806
2,11,-0.1774672403004497
2,12,0.08326306122284462
2,13,0.8294257342796723
2,14,-0.20957064816971585
2,15,0.10052051295500329
2,16,-0.31027134169045356
2,17,0.6428565180665817
2,18,0.09646225928547059
2,19,0.6479313638948636
2,20,0.5420573556225708
2,21,0.3261258173681367
2,22,0.1501402714959825
2,23,0.6633352843671233
2,24,0.3521474573690071
2,25,-0.08356937140632896
2,26,-0.09196115235575798
2,27,-0.3374863341063774
2,28,-0.28592288320621245
2,29,-0.048150125235537994
2,30,0.3492891367188069
3,1,-0.6193396372742266
3,2,0.1717119354126645
3,3,1.0
3,4,0.3877566022715673
3,5,0.40005440505819206
3,6,-0.34005676907090937
3,7,-0.9129044309502199
3,8,0.44161612756987567
3,9,0
3,10,0.023797053202238107
3,11,-0.4456963180601618
3,12,0.7508303575249642
3,13,0.487743770524013
3,14,-0.5505142399794142
3,15,-0.41905669430951326
3,16,-0.7779844038210193
3,17,0.34329787813545604
3,18,0.8664099108905415
3,19,-0.23152766004932665
3,20,-0.31586512743107775
3,21,-0.5737791785436385
3,22,0.8890055370167474
3,23,0.6198896002363323
3,24,-0.5596885341879231
3,25,0.0836588889061253
3,26,-0.1798583279936801
3,27,-0.8382474529664382
3,28,-0.754071364199198
3,29,0.8198065495777864
3,30,0.33622849967031576
4,1,-0.020375866667842513
4,2,0.7102863687512752
4,3,0.3877566022715673
4,4,1.0
4,5,0.8357595288154143
4,6,0.08724591268100476
4,7,-0.37610826419917415
4,8,0.32484621965395793
4,9,0
4,10,0.3936850469568303
4,11,-0.08609710502272994
4,12,0.5242481824113608
4,13,0.7568463366512403
4,14,-0.10408276801333849
4,15,-0.29500882185258787
4,16,-0.34707838175193984
4,17,0.7686918206830402
4,18,0.40122545320532876
4,19,0.3724046684986996
4,20,0.0063948514505851525
4,21,-0.1084141312388102
4,22,0.39114171063376346
4,23,0.5834860319816508
4,24,-0.09210084555793639
4,25,-0.17105213795538818
4,26,-0.07265112873034328
4,27,-0.3561283719570216
4,28,-0.293309883680303
4,29,0.3433444726393092
4,30,0.48735558832880366
5,1,0.05583665934018829
5,2,0.8472048696361364
5,3,0.40005440505819206
5,4,0.8357595288154143
5,5,1.0
5,6,0.2887052858892068
5,7,-0.42935265624365415
5,8,0.2311525962878042
5,9,0
5,10,0.5304001769681389
5,11,-0.2857983253729391
5,12,0.3303557480217346
5,13,0.8698201980745751
5,14,-0.32769819860473887
5,15,-0.05657306956469218
5,16,-0.3743653661523209
5,17,0.8189080425225688
5,18,0.34223061707030855
5,19,0.4703609519671618
5,20,0.29085635766644674
5,21,0.047061014511538886
5,22,0.41066338592930807
5,23,0.6595754672932183
5,24,0.004149773040440322
5,25,-0.1390361160183975
5,26,-0.14348613563162504
5,27,-0.43138872182724886
5,28,-0.4187913393849334
5,29,0.22591158349770044
5,30,0.39036097993951335
6,1,0.6907738224694131
6,2,0.5178082618217732
6,3,-0.34005676907090937
6,4,0.08724591268100476
6,5,0.28870528588920674
6,6,1.0
6,7,0.32018355530200826
6,8,-0.4334774346086005
6,9,0
6,10,0.7278188151220907
6,11,0.01251694401167924
6,12,-0.5610879274199777
6,13,0.22214916535030585
6,14,-0.023823509429821546
6,15,0.6987191208877529
6,16,0.06626782469191204
6,17,0.0364079102385373
6,18,-0.44836179901780976
6,19,0.6787101484758508
6,20,0.8294480850825485
6,21,0.8600565309923683
6,22,-0.46711968828874617
6,23,0.22573517235843246
6,24,0.8466959090577983
6,25,0.01678646139228551
6,26,0.05910931215158237
6,27,0.11513462077184783
6,28,-0.04779477425412696
6,29,-0.6929240536809099
6,30,-0.0418353049022182
7,1,0.6102250691394047
7,2,-0.23217299571304323
7,3,-0.91290443095022
7,4,-0.37610826419917415
7,5,-0.42935265624365415
7,6,0.32018355530200826
7,7,1.0
7,8,-0.3792955771477578
7,9,0
7,10,-0.0401499602208262
7,11,0.5019695891007122
7,12,-0.6795436285141406
7,13,-0.5329392543447322
7,14,0.6226981965225473
7,15,0.33661089477996997
7,16,0.8606731998949134
7,17,-0.27850900331160494
7,18,-0.8646572535600524
7,19,0.16824605293481973
7,20,0.2408848733976688
7,21,0.5057265468981812
7,22,-0.8624185176209695
7,23,-0.6983645004025721
7,24,0.5129269894825373
7,25,-0.09206781629171858
7,26,0.18323635746502692
7,27,0.9032707223381977
7,28,0.8283148437712079
7,29,-0.8065703323967388
7,30,-0.43847087101366955
8,1,-0.3658659730557161
8,2,0.07445590803151118
8,3,0.44161612756987567
8,4,0.3248462196539579
8,5,0.2311525962878042
8,6,-0.4334774346086005
8,7,-0.37929557714775775
8,8,1.0
8,9,0
8,10,-0.24704516006208083
8,11,-0.15238946116757426
8,12,0.5473521089465823
8,13,0.09756954273125873
8,14,-0.16928545927940208
8,15,-0.3967964498045358
8,16,-0.23496073241628135
8,17,0.4741286668122244
8,18,0.2815364948009154
8,19,-0.2586839861130283
8,20,-0.4247767644932213
8,21,-0.5600980004899576
8,22,0.37886801498501316
8,23,0.22885497363430246
8,24,-0.5299162045505618
8,25,-0.3700023459418913
8,26,-0.08577655616448568
8,27,-0.280440115790069
8,28,-0.21335980728630005
8,29,0.488818811082405
8,30,-0.09439331096197827
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,0
9,15,0
9,16,0
9,17,0
9,18,0
9,19,0
9,20,0
9,21,0
9,22,0
9,23,0
9,24,0
9,25,0
9,26,0
9,27,0
9,28,0
9,29,0
9,30,0
10,1,0.29765651382010533
10,2,0.7582242479539805
10,3,0.02379705320223811
10,4,0.39368504695683026
10,5,0.5304001769681388
10,6,0.7278188151220908
10,7,-0.0401499602208262
10,8,-0.24704516006208083
10,9,0
10,10,1.0
10,11,-0.08288183526843458
10,12,-0.19431360685963817
10,13,0.5715010047676901
10,14,-0.11085845855146556
10,15,0.3574905385973751
10,16,-0.2703812382368002
10,17,0.2722719223836931
10,18,-0.11595205483467447
10,19,0.7144806368521939
10,20,0.7016532057148616
10,21,0.600779463736691
10,22,-0.0791890443830287
10,23,0.5400459861782982
10,24,0.6613886539473448
10,25,0.0802685833962856
10,26,-0.03673489565236167
10,27,-0.24719891854749337
10,28,-0.21066611954770492
10,29,-0.3508323847110455
10,30,0.20900718782005748
11,1,0.4210903798203266
11,2,-0.1774672403004497
11,3,-0.4456963180601618
11,4,-0.08609710502272994
11,5,-0.2857983253729391
11,6,0.01251694401167924
11,7,0.5019695891007121
11,8,-0.15238946116757426
11,9,0
11,10,-0.0828818352684346
11,11,0.9999999999999999
11,12,-0.16647014713628824
11,13,-0.33712523401287997
11,14,0.8646237981159137
11,15,-0.037310648111169735
11,16,0.21820789753410372
11,17,-0.0868910315760694
11,18,-0.3954803559695601
11,19,0.35414224350397394
11,20,-0.15489720764747666
11,21,0.10907346194351239
11,22,-0.4413614781035968
11,23,-0.5189103978285248
11,24,0.1206485787037662
11,25,0.017824738651759032
11,26,0.6438712920149711
11,27,0.5657959503622355
11,28,0.5725398472959096
11,29,-0.34733697251738294
11,30,-0.19433330255555747
12,1,-0.5822367654771298
12,2,0.0832630612228446
12,3,0.7508303575249642
12,4,0.524248182411361
12,5,0.3303557480217346
12,6,-0.5610879274199777
12,7,-0.6795436285141406
12,8,0.5473521089465823
12,9,0
12,10,-0.19431360685963817
12,11,-0.16647014713628824
12,12,1.0
12,13,0.3854793368645582
12,14,-0.20979520699181095
12,15,-0.7424231561972182
12,16,-0.5323320512966965
12,17,0.42258871262080755
12,18,0.7723733062697382
12,19,-0.2742313535731477
12,20,-0.620709388023008
12,21,-0.7366472562074038
12,22,0.7551194018003582
12,23,0.39286300592477896
12,24,-0.6914022772149494
12,25,-0.07192342707874304
12,26,-0.06897101765513747
12,27,-0.5531914088614951
12,28,-0.42412885342335993
12,29,0.8784647763927321
12,30,0.3050563578821664
13,1,-0.17193572555251677
13,2,0.8294257342796723
13,3,0.487743770524013
13,4,0.7568463366512403
13,5,0.869820198074575
13,6,0.22214916535030585
13,7,-0.5329392543447322
13,8,0.09756954273125872
13,9,0
13,10,0.5715010047676901
13,11,-0.3371252340128799
13,12,0.38547933686455826
13,13,1.0
13,14,-0.3750854012159436
13,15,-0.20134668115822563
13,16,-0.49125415544075346
13,17,0.6958960915718593
13,18,0.4799836506261929
13,19,0.434639367103476
13,20,0.2521643696065021
13,21,0.03119591516981949
13,22,0.5004631727771792
13,23,0.7376488105158621
13,24,0.032300227970270545
13,25,0.11625358815906109
13,26,-0.19160340527375583
13,27,-0.5755210774114523
13,28,-0.48004772809989127
13,29,0.3314006912531883
13,30,0.46939156162973344
14,1,0.40478483105400714
14,2,-0.20957064816971582
14,3,-0.5505142399794142
14,4,-0.10408276801333849
14,5,-0.32769819860473887
14,6,-0.023823509429821546
14,7,0.6226981965225472
14,8,-0.16928545927940208
14,9,0
14,10,-0.11085845855146556
14,11,0.8646237981159136
14,12,-0.20979520699181095
14,13,-0.37508540121594364
14,14,1.0
14,15,-0.03443264089181004
14,16,0.344915916895025
14,17,-0.08994130801791382
14,18,-0.4768407141090067
14,19,0.20181719638307694
14,20,-0.14386272672544767
14,21,0.11507549934639011
14,22,-0.5170774893908521
14,23,-0.5808073996570332
14,24,0.14049473936714865
14,25,-0.01706974775042303
14,26,0.3730341626995943
14,27,0.6627303993656978
14,28,0.7199647605470219
14,29,-0.4019404138394452
14,30,-0.23006925465675573
15,1,0.6987559835004996
15,2,0.10052051295500329
15,3,-0.4190566943095133
15,4,-0.2950088218525879
15,5,-0.056573069564692186
15,6,0.6987191208877528
15,7,0.33661089477997
15,8,-0.3967964498045358
15,9,0
15,10,0.3574905385973751
15,11,-0.037310648111169735
15,12,-0.7424231561972181
15,13,-0.20134668115822563
15,14,-0.03443264089181004
15,15,1.0
15,16,0.1787135908531012
15,17,-0.22809506490598191
15,18,-0.5420681206136513
15,19,0.3298393649994339
15,20,0.7060747399126642
15,21,0.791296988895787
15,22,-0.515412596736401
15,23,-0.06325284910458306
15,24,0.6552526446041588
15,25,-0.11653426258774614
15,26,-0.03189079869371899
15,27,0.22576367300881317
15,28,0.03729219381802597
15,29,-0.733517222933599
15,30,-0.24684385527408464
16,1,0.38282057334541214
16,2,-0.31027134169045356
16,3,-0.7779844038210193
16,4,-0.3470783817519398
16,5,-0.3743653661523209
16,6,0.06626782469191204
16,7,0.8606731998949134
16,8,-0.23496073241628138
16,9,0
16,10,-0.2703812382368002
16,11,0.21820789753410372
16,12,-0.5323320512966965
16,13,-0.49125415544075346
16,14,0.34491591689502493
16,15,0.1787135908531012
16,16,1.0
16,17,-0.17722016035082663
16,18,-0.6945747446184729
16,19,-0.09990130043667854
16,20,0.09041262864825107
16,21,0.2671229696999702
16,22,-0.6544126445431021
16,23,-0.700171144340799
16,24,0.24108850572906218
16,25,-0.13840204657269595
16,26,0.0033212780005165326
16,27,0.8407849301277002
16,28,0.7696069395018202
16,29,-0.574068965184145
16,30,-0.4181146416230239
17,1,0.03229733024488043
17,2,0.6428565180665816
17,3,0.343297878135456
17,4,0.7686918206830402
17,5,0.8189080425225687
17,6,0.036407910238537296
17,7,-0.27850900331160494
17,8,0.4741286668122244
17,9,0
17,10,0.2722719223836931
17,11,-0.08689103157606938
17,12,0.4225887126208075
17,13,0.6958960915718593
17,14,-0.08994130801791382
17,15,-0.22809506490598191
17,16,-0.17722016035082663
17,17,0.9999999999999999
17,18,0.24218756758740803
17,19,0.32259259865724627
17,20,0.025617182988959653
17,21,-0.12797458311473214
17,22,0.32336424900176336
17,23,0.3736216746450769
17,24,-0.2001803194445357
17,25,-0.23427166182658446
17,26,-0.07212021295564984
17,27,-0.19986369400069826
17,28,-0.14958952670441952
17,29,0.246128672866955
17,30,0.08520714800060634
18,1,-0.6228952799466836
18,2,0.09646225928547057
18,3,0.8664099108905415
18,4,0.40122545320532876
18,5,0.34223061707030855
18,6,-0.4483617990178098
18,7,-0.8646572535600525
18,8,0.28153649480091536
18,9,0
18,10,-0.11595205483467447
18,11,-0.39548035596956016
18,12,0.7723733062697382
18,13,0.4799836506261929
18,14,-0.4768407141090067
18,15,-0.5420681206136513
18,16,-0.6945747446184729
18,17,0.242187567587408
18,18,0.9999999999999999
18,19,-0.2768865290188139
18,20,-0.40913718721727466
18,21,-0.6053300137905773
18,22,0.8506057050521769
18,23,0.5577818574894701
18,24,-0.5946549311762606
18,25,0.08578463680571144
18,26,-0.17823245815022173
18,27,-0.7583153189157402
18,28,-0.6658435746150168
18,29,0.8950631734976764
18,30,0.505950325952471
19,1,0.5838888328145498
19,2,0.6479313638948636
19,3,-0.23152766004932662
19,4,0.37240466849869963
19,5,0.4703609519671618
19,6,0.6787101484758508
19,7,0.16824605293481973
19,8,-0.2586839861130283
19,9,0
19,10,0.714480636852194
19,11,0.3541422435039739
19,12,-0.27423135357314776
19,13,0.43463936710347606
19,14,0.20181719638307694
19,15,0.3298393649994339
19,16,-0.09990130043667855
19,17,0.3225925986572462
19,18,-0.27688652901881394
19,19,1.0
19,20,0.5572351958504846
19,21,0.6070385066918196
19,22,-0.27193856784895437
19,23,0.26071630939659657
19,24,0.60628783442466
19,25,0.006048976555173082
19,26,0.40354236208204025
19,27,0.10075211046415336
19,28,0.016163374686141627
19,29,-0.4473604412984202
19,30,0.15037087775106334
20,1,0.5247525920320987
20,2,0.5420573556225708
20,3,-0.31586512743107775
20,4,0.0063948514505851525
20,5,0.29085635766644674
20,6,0.8294480850825484
20,7,0.2408848733976688
20,8,-0.4247767644932213
20,9,0
20,10,0.7016532057148614
20,11,-0.15489720764747666
20,12,-0.620709388023008
20,13,0.2521643696065022
20,14,-0.14386272672544764
20,15,0.7060747399126642
20,16,0.09041262864825109
20,17,0.025617182988959656
20,18,-0.4091371872172746
20,19,0.5572351958504846
20,20,0.9999999999999999
20,21,0.803261528443138
20,22,-0.3868077525157656
20,23,0.2571937687104685
20,24,0.7609122318167457
20,25,0.016941452767133176
20,26,-0.11473208509340235
20,27,0.07115286799385857
20,28,-0.0011573930126666672
20,29,-0.6416395920550956
20,30,-0.018468831077605427
21,1,0.7401527932283593
21,2,0.3261258173681367
21,3,-0.5737791785436385
21,4,-0.1084141312388102
21,5,0.047061014511538886
21,6,0.8600565309923683
21,7,0.5057265468981812
21,8,-0.5600980004899576
21,9,0
21,10,0.600779463736691
21,11,0.10907346194351238
21,12,-0.7366472562074037
21,13,0.03119591516981949
21,14,0.1150754993463901
21,15,0.7912969888957869
21,16,0.2671229696999702
21,17,-0.12797458311473214
21,18,-0.6053300137905774
21,19,0.6070385066918196
21,20,0.803261528443138
21,21,1.0
21,22,-0.6593181059732357
21,23,0.004940747541408584
21,24,0.9103956273390035
21,25,0.011860290867787504
21,26,0.07548367086413729
21,27,0.31053536012862903
21,28,0.2055223542444626
21,29,-0.8323755925320327
21,30,-0.10552810810015717
22,1,-0.6797480069927886
22,2,0.1501402714959825
22,3,0.8890055370167474
22,4,0.39114171063376346
22,5,0.41066338592930807
22,6,-0.4671196882887461
22,7,-0.8624185176209695
22,8,0.37886801498501316
22,9,0
22,10,-0.07918904438302869
22,11,-0.4413614781035968
22,12,0.7551194018003582
22,13,0.5004631727771792
22,14,-0.517077489390852
22,15,-0.515412596736401
22,16,-0.654412644543102
22,17,0.32336424900176336
22,18,0.850605705052177
22,19,-0.27193856784895437
22,20,-0.3868077525157656
22,21,-0.6593181059732357
22,22,0.9999999999999998
22,23,0.520494848672489
22,24,-0.669581156070373
22,25,0.14549912842874815
22,26,-0.203384722771967
22,27,-0.7503326665226276
22,28,-0.666045265833236
22,29,0.8591851160766407
22,30,0.3902452962871001
23,1,-0.25602833687599647
23,2,0.6633352843671232
23,3,0.6198896002363323
23,4,0.5834860319816508
23,5,0.6595754672932181
23,6,0.22573517235843243
23,7,-0.6983645004025723
23,8,0.22885497363430243
23,9,0
23,10,0.5400459861782982
23,11,-0.5189103978285248
23,12,0.39286300592477896
23,13,0.7376488105158622
23,14,-0.5808073996570332
23,15,-0.06325284910458306
23,16,-0.700171144340799
23,17,0.37362167464507695
23,18,0.5577818574894702
23,19,0.26071630939659657
23,20,0.2571937687104685
23,21,0.004940747541408584
23,22,0.520494848672489
23,23,1.0
23,24,0.0722011337732661
23,25,-0.058758748059965275
23,26,-0.28682456323011224
23,27,-0.7963364259692659
23,28,-0.7162519124835474
23,29,0.40603645772013036
23,30,0.5661429604542537
24,1,0.6149165586610007
24,2,0.3521474573690071
24,3,-0.559688534187923
24,4,-0.09210084555793639
24,5,0.004149773040440323
24,6,0.8466959090577983
24,7,0.5129269894825373
24,8,-0.5299162045505618
24,9,0
24,10,0.6613886539473448
24,11,0.1206485787037662
24,12,-0.6914022772149493
24,13,0.032300227970270545
24,14,0.14049473936714865
24,15,0.6552526446041587
24,16,0.24108850572906218
24,17,-0.2001803194445357
24,18,-0.5946549311762606
24,19,0.60628783442466
24,20,0.7609122318167457
24,21,0.9103956273390035
24,22,-0.669581156070373
24,23,0.0722011337732661
24,24,1.0
24,25,0.043233861989383345
24,26,0.06377822449251949
24,27,0.27634627076103285
24,28,0.19816827155983294
24,29,-0.809302511265826
24,30,-0.03877086121450573
25,1,-0.2956354340603973
25,2,-0.08356937140632895
25,3,0.08365888890612531
25,4,-0.17105213795538815
25,5,-0.13903611601839747
25,6,0.01678646139228551
25,7,-0.09206781629171858
25,8,-0.3700023459418913
25,9,0
25,10,0.08026858339628562
25,11,0.017824738651759032
25,12,-0.07192342707874304
25,13,0.11625358815906109
25,14,-0.01706974775042303
25,15,-0.11653426258774616
25,16,-0.13840204657269595
25,17,-0.2342716618265845
25,18,0.08578463680571144
25,19,0.006048976555173082
25,20,0.016941452767133176
25,21,0.011860290867787504
25,22,0.14549912842874815
25,23,-0.058758748059965275
25,24,0.043233861989383345
25,25,1.0
25,26,0.05133594053421151
25,27,-0.10748841948832895
25,28,-0.1043766053803485
25,29,-0.006031341998668005
25,30,0.11719530682969681
26,1,0.31091321616273304
26,2,-0.091961152355758
26,3,-0.17985832799368007
26,4,-0.07265112873034328
26,5,-0.14348613563162504
26,6,0.059109312151582376
26,7,0.18323635746502695
26,8,-0.08577655616448568
26,9,0
26,10,-0.036734895652361675
26,11,0.6438712920149712
26,12,-0.06897101765513745
26,13,-0.19160340527375583
26,14,0.3730341626995943
26,15,-0.03189079869371899
26,16,0.0033212780005165326
26,17,-0.07212021295564984
26,18,-0.1782324581502217
26,19,0.40354236208204025
26,20,-0.11473208509340235
26,21,0.07548367086413729
26,22,-0.203384722771967
26,23,-0.28682456323011224
26,24,0.06377822449251948
26,25,0.05133594053421151
26,26,0.9999999999999998
26,27,0.3101825717219332
26,28,0.18407187439675174
26,29,-0.1726832767232059
26,30,-0.10871632533388509
27,1,0.5797947921645091
27,2,-0.33748633410637735
27,3,-0.8382474529664382
27,4,-0.3561283719570216
27,5,-0.43138872182724886
27,6,0.11513462077184781
27,7,0.9032707223381977
27,8,-0.280440115790069
27,9,0
27,10,-0.24719891854749337
27,11,0.5657959503622354
27,12,-0.5531914088614951
27,13,-0.5755210774114523
27,14,0.6627303993656978
27,15,0.22576367300881317
27,16,0.8407849301277002
27,17,-0.19986369400069828
27,18,-0.7583153189157401
27,19,0.10075211046415335
27,20,0.07115286799385857
27,21,0.31053536012862903
27,22,-0.7503326665226276
27,23,-0.7963364259692659
27,24,0.27634627076103285
27,25,-0.10748841948832895
27,26,0.3101825717219332
27,27,1.0
27,28,0.8244012612104311
27,29,-0.6608867604471206
27,30,-0.4475793438873805
28,1,0.3768179867232488
28,2,-0.28592288320621245
28,3,-0.754071364199198
28,4,-0.293309883680303
28,5,-0.41879133938493346
28,6,-0.04779477425412696
28,7,0.8283148437712079
28,8,-0.21335980728630002
28,9,0
28,10,-0.21066611954770492
28,11,0.5725398472959096
28,12,-0.4241288534233599
28,13,-0.4800477280998913
28,14,0.7199647605470219
28,15,0.03729219381802597
28,16,0.7696069395018202
28,17,-0.14958952670441952
28,18,-0.6658435746150168
28,19,0.016163374686141627
28,20,-0.0011573930126666672
28,21,0.20552235424446258
28,22,-0.6660452658332361
28,23,-0.7162519124835475
28,24,0.19816827155983294
28,25,-0.10437660538034847
28,26,0.18407187439675174
28,27,0.8244012612104311
28,28,1.0
28,29,-0.5354311207080676
28,30,-0.36925706555705806
29,1,-0.7480486576229124
29,2,-0.048150125235537994
29,3,0.8198065495777864
29,4,0.3433444726393092
29,5,0.22591158349770044
29,6,-0.6929240536809099
29,7,-0.8065703323967389
29,8,0.48881881108240494
29,9,0
29,10,-0.35083238471104555
29,11,-0.34733697251738294
29,12,0.8784647763927321
29,13,0.3314006912531883
29,14,-0.4019404138394452
29,15,-0.7335172229335989
29,16,-0.574068965184145
29,17,0.24612867286695503
29,18,0.8950631734976764
29,19,-0.44736044129842023
29,20,-0.6416395920550956
29,21,-0.8323755925320326
29,22,0.8591851160766407
29,23,0.40603645772013036
29,24,-0.8093025112658259
29,25,-0.006031341998668005
29,26,-0.1726832767232059
29,27,-0.6608867604471206
29,28,-0.5354311207080676
29,29,0.9999999999999999
29,30,0.3841878502419432
30,1,-0.22484875492877177
30,2,0.3492891367188069
30,3,0.33622849967031576
30,4,0.48735558832880366
30,5,0.3903609799395133
30,6,-0.04183530490221819
30,7,-0.4384708710136695
30,8,-0.09439331096197827
30,9,0
30,10,0.20900718782005748
30,11,-0.19433330255555745
30,12,0.30505635788216634
30,13,0.4693915616297334
30,14,-0.2300692546567557
30,15,-0.24684385527408467
30,16,-0.4181146416230239
30,17,0.08520714800060633
30,18,0.505950325952471
30,19,0.15037087775106334
30,20,-0.018468831077605427
30,21,-0.10552810810015717
30,22,0.3902452962871001
30,23,0.5661429604542537
30,24,-0.038770861214505736
30,25,0.11719530682969681
30,26,-0.10871632533388507
30,27,-0.4475793438873805
30,28,-0.36925706555705806
30,29,0.3841878502419432
30,30,1.0
